onset	duration	onsetsample	eventnumber	subjectnr	sequencenumber	blocksequencenumber	istarget	presentationnumber	stimnumber	stim	stimname	time_stimon	time_stimoff	stimdur	cresp	resp	rt	correct
25.9580078125	0.2	53162	0	12	0	0	0	0	121	stimuli\Videos_short_600ms_horflip\38.double_slap_with_pencil_short_horflip_short_600ms.mp4	38.double_slap_with_pencil_short_horflip_short_600ms.mp4	44.977063897345715	45.58519010734494	0.6081262099992273				
26.7578125	0.2	54800	1	12	0	0	0	1	191	stimuli\Videos_short_600ms_horvertflip\2.single_touch_with_finger_short_horvertflip_short_600ms.mp4	2.single_touch_with_finger_short_horvertflip_short_600ms.mp4	45.77683522544339	46.38517257133617	0.6083373458927781				
27.5576171875	0.2	56438	2	12	0	0	0	2	279	stimuli\Videos_short_600ms_vertflip\18.single_stroke_from_top_to_bottom_with_rolling_pin_short_vertflip_short_600ms.mp4	18.single_stroke_from_top_to_bottom_with_rolling_pin_short_vertflip_short_600ms.mp4	46.57681299752562	47.18515327586147	0.6083402783358451				
28.35791015625	0.2	58077	3	12	0	0	0	3	124	stimuli\Videos_short_600ms_horflip\40.repeated_push_with_finger_short_horflip_short_600ms.mp4	40.repeated_push_with_finger_short_horflip_short_600ms.mp4	47.3767922358295	47.98513339389797	0.6083411580684697				
29.15771484375	0.2	59715	4	12	0	0	0	4	255	stimuli\Videos_short_600ms_horvertflip\78.single_stroke_top_to_bottom_with_soft_brush_short_horvertflip_short_600ms.mp4	78.single_stroke_top_to_bottom_with_soft_brush_short_horvertflip_short_600ms.mp4	48.176789068791095	48.78511820384347	0.6083291350523723				
29.95751953125	0.2	61353	5	12	0	0	0	5	268	stimuli\Videos_short_600ms_horvertflip\9.single_touch_with_hammer_short_horvertflip_short_600ms.mp4	9.single_touch_with_hammer_short_horvertflip_short_600ms.mp4	48.976765374651904	49.585070756916366	0.6083053822644615				
30.7578125	0.2	62992	6	12	0	0	0	6	188	stimuli\Videos_short_600ms_horvertflip\17.repeated_touch_with_rolling_pin_short_horvertflip_short_600ms.mp4	17.repeated_touch_with_rolling_pin_short_horvertflip_short_600ms.mp4	49.77676895223226	50.38505498037307	0.6082860281408102				
31.5576171875	0.2	64630	7	12	0	0	0	7	224	stimuli\Videos_short_600ms_horvertflip\5.repeated_tap_with_finger_moving_from_top_to_bottom_short_horvertflip_short_600ms.mp4	5.repeated_tap_with_finger_moving_from_top_to_bottom_short_horvertflip_short_600ms.mp4	50.576748777024704	51.18503832409715	0.6082895470724452				
32.357421875	0.2	66268	8	12	0	0	1	8	362	stimuli\Targets_short_600ms\chopstickwood-tap_short_short_600ms.mp4	chopstickwood-tap_short_short_600ms.mp4	51.376723030175526	51.9850401422118	0.6083171120362749				
33.15771484375	0.2	67907	9	12	0	0	0	9	75	stimuli\Videos_short_600ms\78.single_stroke_top_to_bottom_with_soft_brush_short_short_600ms.mp4	78.single_stroke_top_to_bottom_with_soft_brush_short_short_600ms.mp4	52.17670344145631	52.78499152230734	0.6082880808510254				
33.95751953125	0.2	69545	10	12	0	0	0	10	324	stimuli\Videos_short_600ms_vertflip\59.single_push_with_long_side_pencil_short_vertflip_short_600ms.mp4	59.single_push_with_long_side_pencil_short_vertflip_short_600ms.mp4	52.976681800027336	53.58498512958181	0.6083033295544737				
34.75732421875	0.2	71183	11	12	0	0	0	11	244	stimuli\Videos_short_600ms_horvertflip\68.stroke_top_to_bottom_with_shawl_short_horvertflip_short_600ms.mp4	68.stroke_top_to_bottom_with_shawl_short_horvertflip_short_600ms.mp4	53.77666602348427	54.38498958689502	0.6083235634107496				
35.5576171875	0.2	72822	12	12	0	0	0	12	242	stimuli\Videos_short_600ms_horvertflip\66.stroke_top_to_bottom_with_sponge_short_horvertflip_short_600ms.mp4	66.stroke_top_to_bottom_with_sponge_short_horvertflip_short_600ms.mp4	54.57664467529935	55.18496941168746	0.6083247363881128				
36.357421875	0.2	74460	13	12	0	0	0	13	292	stimuli\Videos_short_600ms_vertflip\3.single_push_with_finger_short_vertflip_short_600ms.mp4	3.single_push_with_finger_short_vertflip_short_600ms.mp4	55.37662831226771	55.984941318883784	0.608313006616072				
37.1572265625	0.2	76098	14	12	0	0	0	14	266	stimuli\Videos_short_600ms_horvertflip\88.repeated_stroke_with_plastic_brush_short_horvertflip_short_600ms.mp4	88.repeated_stroke_with_plastic_brush_short_horvertflip_short_600ms.mp4	56.17660667083851	56.78493433966946	0.6083276688309525				
